gene_name,start,end,seqname,region
CRISPLD2,84819985,84920768,chr16,chr_16_loc_84750000
KIAA0513,85027782,85094230,chr16,chr_16_loc_85000000
CIBAR2,85098358,85112472,chr16,chr_16_loc_85000000
GINS2,85676198,85690073,chr16,chr_16_loc_85500000
EMC8,85771758,85799608,chr16,chr_16_loc_85750000
COX4I1,85798633,85807068,chr16,chr_16_loc_85750000
IRF8,85899116,85922606,chr16,chr_16_loc_85750000
FOXF1,86510527,86515422,chr16,chr_16_loc_86500000
MTHFSD,86530178,86555235,chr16,chr_16_loc_86500000
FOXC2,86566829,86569728,chr16,chr_16_loc_86500000
FOXL1,86576368,86583478,chr16,chr_16_loc_86500000
ENSG00000131152,87302876,87334273,chr16,chr_16_loc_87250000
FBXO31,87326987,87392142,chr16,chr_16_loc_87250000
MAP1LC3B,87383953,87404779,chr16,chr_16_loc_87250000
ZCCHC14,87406246,87493024,chr16,chr_16_loc_87250000
JPH3,87601835,87698156,chr16,chr_16_loc_87500000
SLC7A5,87830023,87869507,chr16,chr_16_loc_87750000
CA5A,87881546,87936580,chr16,chr_16_loc_87750000
ZNF469,88382959,88440757,chr16,chr_16_loc_88250000
ZC3H18,88570403,88631964,chr16,chr_16_loc_88500000
IL17C,88638572,88640468,chr16,chr_16_loc_88500000
CYBA,88643275,88651083,chr16,chr_16_loc_88500000
MVD,88651935,88663161,chr16,chr_16_loc_88500000
SNAI3,88677688,88686507,chr16,chr_16_loc_88500000
RNF166,88696499,88706408,chr16,chr_16_loc_88500000
CTU2,88706483,88715396,chr16,chr_16_loc_88500000
CDT1,88803789,88809258,chr16,chr_16_loc_88750000
APRT,88809339,88811937,chr16,chr_16_loc_88750000
GALNS,88813734,88856970,chr16,chr_16_loc_88750000
TRAPPC2L,88856220,88862686,chr16,chr_16_loc_88750000
PABPN1L,88863333,88866660,chr16,chr_16_loc_88750000
CBFA2T3,88874858,88977207,chr16,chr_16_loc_88750000
ACSF3,89088375,89164121,chr16,chr_16_loc_89000000
CDH15,89171748,89195492,chr16,chr_16_loc_89000000
SLC22A31,89195761,89201651,chr16,chr_16_loc_89000000
ZNF778,89217703,89237141,chr16,chr_16_loc_89000000
ANKRD11,89267630,89490561,chr16,chr_16_loc_89250000
ENSG00000288715,89317046,89418292,chr16,chr_16_loc_89250000
RPL13,89560677,89564542,chr16,chr_16_loc_89500000
CPNE7,89575758,89597246,chr16,chr_16_loc_89500000
DPEP1,89613308,89638456,chr16,chr_16_loc_89500000
CHMP1A,89640816,89657738,chr16,chr_16_loc_89500000
SPATA33,89657740,89671272,chr16,chr_16_loc_89500000
CDK10,89680737,89696354,chr16,chr_16_loc_89500000
SPATA2L,89696357,89701705,chr16,chr_16_loc_89500000
VPS9D1,89707134,89720898,chr16,chr_16_loc_89500000
ZNF276,89720400,89740925,chr16,chr_16_loc_89500000
SPIRE2,89818179,89871319,chr16,chr_16_loc_89750000
TCF25,89873570,89913627,chr16,chr_16_loc_89750000
MC1R,89912119,89920973,chr16,chr_16_loc_89750000
ENSG00000198211,89919165,89936092,chr16,chr_16_loc_89750000
TUBB3,89921392,89938761,chr16,chr_16_loc_89750000
DEF8,89948697,89968060,chr16,chr_16_loc_89750000
DBNDD1,90004871,90019890,chr16,chr_16_loc_90000000
GAS8,90019629,90044975,chr16,chr_16_loc_90000000
PRDM7,90056566,90092072,chr16,chr_16_loc_90000000
SCGB1C2,137569,139067,chr17,chr_17_loc_0
DOC2B,142789,181650,chr17,chr_17_loc_0
C17orf97,410325,431062,chr17,chr_17_loc_250000
RFLNB,439978,445939,chr17,chr_17_loc_250000
VPS53,508503,721717,chr17,chr_17_loc_500000
TLCD3A,732412,742968,chr17,chr_17_loc_500000
GLOD4,757097,782294,chr17,chr_17_loc_750000
MRM3,782353,792509,chr17,chr_17_loc_750000
NXN,799310,979776,chr17,chr_17_loc_750000
ABR,1003519,1229738,chr17,chr_17_loc_1000000
BHLHA9,1270444,1271815,chr17,chr_17_loc_1250000
TRARG1,1279662,1300978,chr17,chr_17_loc_1250000
YWHAE,1344275,1400222,chr17,chr_17_loc_1250000
CRK,1420689,1463162,chr17,chr_17_loc_1250000
MYO1C,1464186,1492686,chr17,chr_17_loc_1250000
PITPNA,1517718,1562792,chr17,chr_17_loc_1500000
SLC43A2,1569268,1628886,chr17,chr_17_loc_1500000
SCARF1,1633858,1645744,chr17,chr_17_loc_1500000
RILP,1646145,1649866,chr17,chr_17_loc_1500000
PRPF8,1650629,1684867,chr17,chr_17_loc_1500000
TLCD2,1702816,1710377,chr17,chr_17_loc_1500000
WDR81,1716523,1738599,chr17,chr_17_loc_1500000
SERPINF1,1762029,1777565,chr17,chr_17_loc_1750000
SMYD4,1779485,1830634,chr17,chr_17_loc_1750000
RPA1,1829702,1900082,chr17,chr_17_loc_1750000
DPH1,2030137,2043898,chr17,chr_17_loc_2000000
OVCA2,2042022,2043425,chr17,chr_17_loc_2000000
HIC1,2054154,2063241,chr17,chr_17_loc_2000000
SRR,2303383,2325260,chr17,chr_17_loc_2250000
TSR1,2322396,2336657,chr17,chr_17_loc_2250000
SGSM2,2337498,2381058,chr17,chr_17_loc_2250000
MNT,2384073,2401104,chr17,chr_17_loc_2250000
PAFAH1B1,2593210,2685615,chr17,chr_17_loc_2500000
CLUH,2689386,2712663,chr17,chr_17_loc_2500000
CCDC92B,2720801,2749652,chr17,chr_17_loc_2500000
OR1D5,3062669,3063607,chr17,chr_17_loc_3000000
OR1D2,3088484,3104422,chr17,chr_17_loc_3000000
OR1G1,3126610,3127551,chr17,chr_17_loc_3000000
OR1P1,3153889,3154882,chr17,chr_17_loc_3000000
OR1A2,3197519,3198448,chr17,chr_17_loc_3000000
OR1A1,3207539,3218896,chr17,chr_17_loc_3000000
OR3A2,3276177,3386317,chr17,chr_17_loc_3250000
OR3A1,3291017,3298360,chr17,chr_17_loc_3250000
OR1R1P,3385930,3386874,chr17,chr_17_loc_3250000
OR1E1,3397104,3398410,chr17,chr_17_loc_3250000
OR3A3,3411370,3424070,chr17,chr_17_loc_3250000
OR1E2,3432870,3433841,chr17,chr_17_loc_3250000
TRPV3,3510502,3557812,chr17,chr_17_loc_3500000
TRPV1,3565444,3609411,chr17,chr_17_loc_3500000
ENSG00000262304,3585149,3636249,chr17,chr_17_loc_3500000
SHPK,3608240,3636250,chr17,chr_17_loc_3500000
CTNS,3636459,3663103,chr17,chr_17_loc_3500000
TAX1BP3,3662895,3668679,chr17,chr_17_loc_3500000
P2RX5-TAX1BP3,3663063,3696194,chr17,chr_17_loc_3500000
EMC6,3668812,3669668,chr17,chr_17_loc_3500000
P2RX5,3672199,3696240,chr17,chr_17_loc_3500000
HASPIN,3723903,3726699,chr17,chr_17_loc_3500000
NCBP3,3802158,3846246,chr17,chr_17_loc_3750000
CAMKK1,3860315,3894891,chr17,chr_17_loc_3750000
P2RX1,3896592,3916476,chr17,chr_17_loc_3750000
ATP2A3,3923870,3964464,chr17,chr_17_loc_3750000
ZZEF1,4004445,4143030,chr17,chr_17_loc_4000000
CYB5D2,4143168,4187310,chr17,chr_17_loc_4000000
UBE2G1,4269259,4366675,chr17,chr_17_loc_4250000
SPNS3,4433940,4488208,chr17,chr_17_loc_4250000
MYBBP1A,4538897,4555386,chr17,chr_17_loc_4500000
GGT6,4556927,4560818,chr17,chr_17_loc_4500000
SMTNL2,4583999,4608319,chr17,chr_17_loc_4500000
ALOX15,4630919,4642294,chr17,chr_17_loc_4500000
PELP1,4669774,4704337,chr17,chr_17_loc_4500000
ARRB2,4710596,4721499,chr17,chr_17_loc_4500000
MED11,4731428,4733608,chr17,chr_17_loc_4500000
CXCL16,4733533,4739928,chr17,chr_17_loc_4500000
ZMYND15,4739833,4746119,chr17,chr_17_loc_4500000
TM4SF5,4771884,4783213,chr17,chr_17_loc_4750000
VMO1,4785285,4786433,chr17,chr_17_loc_4750000
GLTPD2,4788964,4790589,chr17,chr_17_loc_4750000
PSMB6,4796144,4798502,chr17,chr_17_loc_4750000
C17orf114,4801159,4807013,chr17,chr_17_loc_4750000
PLD2,4807152,4823434,chr17,chr_17_loc_4750000
MINK1,4833340,4898061,chr17,chr_17_loc_4750000
CHRNE,4897771,4934438,chr17,chr_17_loc_4750000
C17orf107,4899418,4902934,chr17,chr_17_loc_4750000
GP1BA,4932277,4935023,chr17,chr_17_loc_4750000
SLC25A11,4937130,4940053,chr17,chr_17_loc_4750000
RNF167,4940008,4945222,chr17,chr_17_loc_4750000
PFN1,4945652,4949061,chr17,chr_17_loc_4750000
ENO3,4948092,4957131,chr17,chr_17_loc_4750000
SPAG7,4959226,4967817,chr17,chr_17_loc_4750000
CAMTA2,4967992,4987675,chr17,chr_17_loc_4750000
INCA1,4988130,4997610,chr17,chr_17_loc_4750000
SLC52A1,5032600,5052009,chr17,chr_17_loc_5000000
ZFP3,5078467,5096374,chr17,chr_17_loc_5000000
ZNF232,5105269,5123162,chr17,chr_17_loc_5000000
USP6,5116032,5175034,chr17,chr_17_loc_5000000
ZNF594,5179535,5191868,chr17,chr_17_loc_5000000
SCIMP,5208920,5234860,chr17,chr_17_loc_5000000
RABEP1,5282265,5386340,chr17,chr_17_loc_5250000
NUP88,5359668,5420164,chr17,chr_17_loc_5250000
RPAIN,5419641,5432877,chr17,chr_17_loc_5250000
C1QBP,5432777,5448830,chr17,chr_17_loc_5250000
DHX33,5440917,5468982,chr17,chr_17_loc_5250000
DERL2,5471254,5486811,chr17,chr_17_loc_5250000
MIS12,5486285,5490814,chr17,chr_17_loc_5250000
WSCD1,6057807,6124427,chr17,chr_17_loc_6000000
AIPL1,6393693,6435199,chr17,chr_17_loc_6250000
PIMREG,6444441,6451469,chr17,chr_17_loc_6250000
KIAA0753,6578147,6640711,chr17,chr_17_loc_6500000
ENSG00000282936,6628619,6640456,chr17,chr_17_loc_6500000
TXNDC17,6640985,6644541,chr17,chr_17_loc_6500000
MED31,6643311,6651634,chr17,chr_17_loc_6500000
C17orf100,6651762,6693202,chr17,chr_17_loc_6500000
SLC13A5,6684719,6713377,chr17,chr_17_loc_6500000
XAF1,6755447,6775647,chr17,chr_17_loc_6750000
FBXO39,6776215,6797101,chr17,chr_17_loc_6750000
TEKT1,6789133,6831761,chr17,chr_17_loc_6750000
RNASEK,7012417,7014532,chr17,chr_17_loc_7000000
RNASEK-C17orf49,7012635,7017520,chr17,chr_17_loc_7000000
C17orf49,7014495,7017525,chr17,chr_17_loc_7000000
BCL6B,7023050,7030290,chr17,chr_17_loc_7000000
SLC16A13,7036015,7040117,chr17,chr_17_loc_7000000
SLC16A11,7041621,7044092,chr17,chr_17_loc_7000000
CLEC10A,7074537,7080307,chr17,chr_17_loc_7000000
ASGR2,7101322,7115700,chr17,chr_17_loc_7000000
ASGR1,7173431,7179564,chr17,chr_17_loc_7000000
DLG4,7187187,7219841,chr17,chr_17_loc_7000000
ACADVL,7217125,7225266,chr17,chr_17_loc_7000000
DVL2,7225342,7234517,chr17,chr_17_loc_7000000
PHF23,7235029,7239722,chr17,chr_17_loc_7000000
GABARAP,7240008,7242449,chr17,chr_17_loc_7000000
ENSG00000262526,7240427,7244635,chr17,chr_17_loc_7000000
ELP5,7251416,7259940,chr17,chr_17_loc_7250000
CLDN7,7259903,7263983,chr17,chr_17_loc_7250000
SLC2A4,7281718,7288257,chr17,chr_17_loc_7250000
YBX2,7288263,7294639,chr17,chr_17_loc_7250000
EIF5A,7306999,7312463,chr17,chr_17_loc_7250000
GPS2,7311324,7315564,chr17,chr_17_loc_7250000
ENSG00000261915,7312661,7319174,chr17,chr_17_loc_7250000
NEURL4,7315628,7329393,chr17,chr_17_loc_7250000
ACAP1,7336529,7351477,chr17,chr_17_loc_7250000
KCTD11,7351889,7354944,chr17,chr_17_loc_7250000
TMEM95,7355123,7357219,chr17,chr_17_loc_7250000
TNK1,7380534,7389774,chr17,chr_17_loc_7250000
PLSCR3,7389727,7394842,chr17,chr_17_loc_7250000
TMEM256-PLSCR3,7389734,7404097,chr17,chr_17_loc_7250000
TMEM256,7402975,7404097,chr17,chr_17_loc_7250000
NLGN2,7404874,7419860,chr17,chr_17_loc_7250000
SPEM1,7420324,7421632,chr17,chr_17_loc_7250000
SPEM2,7425616,7427568,chr17,chr_17_loc_7250000
SPEM3,7428857,7432820,chr17,chr_17_loc_7250000
ENSG00000286007,7428861,7436278,chr17,chr_17_loc_7250000
TMEM102,7435435,7437679,chr17,chr_17_loc_7250000
FGF11,7438273,7444937,chr17,chr_17_loc_7250000
CHRNB1,7445061,7457710,chr17,chr_17_loc_7250000
ZBTB4,7459366,7484263,chr17,chr_17_loc_7250000
SLC35G6,7481446,7483496,chr17,chr_17_loc_7250000
TNFSF12,7548508,7557890,chr17,chr_17_loc_7500000
TNFSF12-TNFSF13,7549099,7561601,chr17,chr_17_loc_7500000
TNFSF13,7558292,7561608,chr17,chr_17_loc_7500000
SENP3,7561919,7571969,chr17,chr_17_loc_7500000
SENP3-EIF4A1,7563287,7578715,chr17,chr_17_loc_7500000
EIF4A1,7572824,7579006,chr17,chr_17_loc_7500000
CD68,7579491,7582111,chr17,chr_17_loc_7500000
MPDU1,7583529,7592789,chr17,chr_17_loc_7500000
SOX15,7588178,7590094,chr17,chr_17_loc_7500000
FXR2,7591230,7614897,chr17,chr_17_loc_7500000
SHBG,7613946,7633382,chr17,chr_17_loc_7500000
SAT2,7626234,7627876,chr17,chr_17_loc_7500000
ATP1B2,7646627,7657770,chr17,chr_17_loc_7500000
TP53,7661779,7687538,chr17,chr_17_loc_7500000
WRAP53,7686071,7703502,chr17,chr_17_loc_7500000
EFNB3,7705202,7711372,chr17,chr_17_loc_7500000
KDM6B,7834217,7854796,chr17,chr_17_loc_7750000
TMEM88,7855066,7856099,chr17,chr_17_loc_7750000
NAA38,7856685,7885238,chr17,chr_17_loc_7750000
CYB5D1,7857746,7862282,chr17,chr_17_loc_7750000
CHD3,7884796,7912760,chr17,chr_17_loc_7750000
RNF227,7913339,7916289,chr17,chr_17_loc_7750000
KCNAB3,7921859,7929856,chr17,chr_17_loc_7750000
ENSG00000262730,7925931,7930622,chr17,chr_17_loc_7750000
TRAPPC1,7930345,7932123,chr17,chr_17_loc_7750000
CNTROB,7932101,7949920,chr17,chr_17_loc_7750000
GUCY2D,8002615,8020342,chr17,chr_17_loc_8000000
ALOX15B,8039034,8049134,chr17,chr_17_loc_8000000
ALOX12B,8072636,8087716,chr17,chr_17_loc_8000000
ALOXE3,8095900,8119047,chr17,chr_17_loc_8000000
HES7,8120592,8124106,chr17,chr_17_loc_8000000
PER1,8140472,8156506,chr17,chr_17_loc_8000000
ENSG00000263620,8150816,8162975,chr17,chr_17_loc_8000000
VAMP2,8159149,8163546,chr17,chr_17_loc_8000000
TMEM107,8172457,8176399,chr17,chr_17_loc_8000000
BORCS6,8188345,8190180,chr17,chr_17_loc_8000000
AURKB,8204733,8210600,chr17,chr_17_loc_8000000
CTC1,8224815,8248058,chr17,chr_17_loc_8000000
SLC25A35,8287763,8295400,chr17,chr_17_loc_8250000
RANGRF,8288654,8290092,chr17,chr_17_loc_8250000
ARHGEF15,8310241,8322514,chr17,chr_17_loc_8250000
ODF4,8339840,8346048,chr17,chr_17_loc_8250000
KRBA2,8356902,8376704,chr17,chr_17_loc_8250000
ENSG00000263809,8368638,8383187,chr17,chr_17_loc_8250000
RPL26,8377516,8383213,chr17,chr_17_loc_8250000
RNF222,8390702,8397827,chr17,chr_17_loc_8250000
NDEL1,8413131,8490411,chr17,chr_17_loc_8250000
CCDC42,8729935,8745219,chr17,chr_17_loc_8500000
MFSD6L,8797110,8799365,chr17,chr_17_loc_8750000
PIK3R6,8802722,8867677,chr17,chr_17_loc_8750000
PIK3R5,8878911,8965712,chr17,chr_17_loc_8750000
NTN1,9021510,9244000,chr17,chr_17_loc_9000000
CFAP52,9576627,9643447,chr17,chr_17_loc_9500000
USP43,9644698,9729687,chr17,chr_17_loc_9500000
DHRS7C,9771434,9791592,chr17,chr_17_loc_9750000
GSG1L2,9800608,9822079,chr17,chr_17_loc_9750000
GLP2R,9822206,9892099,chr17,chr_17_loc_9750000
RCVRN,9896320,9905271,chr17,chr_17_loc_9750000
MYH13,10300865,10373130,chr17,chr_17_loc_10250000
MYH8,10390322,10421950,chr17,chr_17_loc_10250000
MYH4,10443290,10469559,chr17,chr_17_loc_10250000
MYH2,10521148,10549700,chr17,chr_17_loc_10500000
MYH3,10628526,10657309,chr17,chr_17_loc_10500000
SCO1,10672474,10698375,chr17,chr_17_loc_10500000
ADPRM,10697594,10711558,chr17,chr_17_loc_10500000
TMEM220,10699015,10730023,chr17,chr_17_loc_10500000
TMEM238L,10794908,10804099,chr17,chr_17_loc_10750000
PIRT,10822470,10838087,chr17,chr_17_loc_10750000
ZNF18,11977439,11997475,chr17,chr_17_loc_11750000
MAP2K4,12020829,12143830,chr17,chr_17_loc_12000000
ARHGAP44,12789498,12991643,chr17,chr_17_loc_12750000
COX10,14069490,14231736,chr17,chr_17_loc_14000000
CDRT15,14235673,14236862,chr17,chr_17_loc_14000000
HS3ST3B1,14301081,14349404,chr17,chr_17_loc_14250000
TEKT3,15303811,15341632,chr17,chr_17_loc_15250000
CDRT4,15436015,15475728,chr17,chr_17_loc_15250000
TVP23C,15502264,15563595,chr17,chr_17_loc_15500000
FBXW10B,15565483,15619704,chr17,chr_17_loc_15500000
ENSG00000251537,15571491,15651653,chr17,chr_17_loc_15500000
TRIM16,15627960,15684311,chr17,chr_17_loc_15500000
ZNF286A-TBC1D26,15699552,15745940,chr17,chr_17_loc_15500000
ZNF286A,15699577,15720787,chr17,chr_17_loc_15500000
TBC1D26,15732247,15746162,chr17,chr_17_loc_15500000
ADORA2B,15945130,15975746,chr17,chr_17_loc_15750000
ZSWIM7,15976560,15999717,chr17,chr_17_loc_15750000
NCOR1,16029065,16218185,chr17,chr_17_loc_16000000
CENPV,16342534,16353656,chr17,chr_17_loc_16250000
UBB,16380798,16382745,chr17,chr_17_loc_16250000
TRPV2,16415571,16437003,chr17,chr_17_loc_16250000
LRRC75A,16441577,16492193,chr17,chr_17_loc_16250000
ZNF287,16546954,16569204,chr17,chr_17_loc_16500000
ZNF624,16620734,16653856,chr17,chr_17_loc_16500000
TNFRSF13B,16929816,16972118,chr17,chr_17_loc_16750000
MPRIP,17042457,17217679,chr17,chr_17_loc_17000000
PLD6,17200995,17206333,chr17,chr_17_loc_17000000
ENSG00000264187,17202649,17237185,chr17,chr_17_loc_17000000
FLCN,17212212,17237188,chr17,chr_17_loc_17000000
NT5M,17303335,17347663,chr17,chr_17_loc_17250000
MED9,17476994,17493221,chr17,chr_17_loc_17250000
RASD1,17494437,17496395,chr17,chr_17_loc_17250000
PEMT,17505563,17591708,chr17,chr_17_loc_17500000
SREBF1,17810399,17837002,chr17,chr_17_loc_17750000
TOM1L2,17843511,17972422,chr17,chr_17_loc_17750000
GID4,18039408,18068405,chr17,chr_17_loc_18000000
DRG2,18087892,18107970,chr17,chr_17_loc_18000000
MYO15A,18108756,18179802,chr17,chr_17_loc_18000000
ALKBH5,18183078,18209954,chr17,chr_17_loc_18000000
LLGL1,18225635,18244875,chr17,chr_17_loc_18000000
MIEF2,18260597,18266552,chr17,chr_17_loc_18250000
TOP3A,18271428,18315007,chr17,chr_17_loc_18250000
SMCR8,18315293,18328056,chr17,chr_17_loc_18250000
SHMT1,18327860,18363563,chr17,chr_17_loc_18250000
EVPLL,18377778,18389647,chr17,chr_17_loc_18250000
LGALS9C,18476737,18494945,chr17,chr_17_loc_18250000
TBC1D28,18634247,18644427,chr17,chr_17_loc_18500000
FOXO3B,18667629,18682314,chr17,chr_17_loc_18500000
TVP23B,18781111,18806714,chr17,chr_17_loc_18750000
PRPSAP2,18840085,18931287,chr17,chr_17_loc_18750000
GRAP,19020656,19047011,chr17,chr_17_loc_19000000
GRAPL,19127535,19159187,chr17,chr_17_loc_19000000
B9D1,19334308,19378193,chr17,chr_17_loc_19250000
MAPK7,19377721,19383544,chr17,chr_17_loc_19250000
MFAP4,19383442,19387190,chr17,chr_17_loc_19250000
RNF112,19411125,19417276,chr17,chr_17_loc_19250000
ALDH3A2,19648136,19685760,chr17,chr_17_loc_19500000
SLC47A2,19678288,19718979,chr17,chr_17_loc_19500000
ALDH3A1,19737984,19748943,chr17,chr_17_loc_19500000
ULK2,19770829,19867936,chr17,chr_17_loc_19750000
AKAP10,19904302,19978343,chr17,chr_17_loc_19750000
LGALS9B,20449395,20467539,chr17,chr_17_loc_20250000
CDRT15L2,20579724,20580911,chr17,chr_17_loc_20500000
DHRS7B,21123364,21193265,chr17,chr_17_loc_21000000
TMEM11,21197954,21214176,chr17,chr_17_loc_21000000
MAP2K3,21284672,21315232,chr17,chr_17_loc_21250000
KCNJ12,21376357,21419870,chr17,chr_17_loc_21250000
KCNJ18,21692523,21704612,chr17,chr_17_loc_21500000
WSB1,27294076,27315926,chr17,chr_17_loc_27250000
ENSG00000266728,27623364,27640777,chr17,chr_17_loc_27500000
LGALS9,27629798,27649560,chr17,chr_17_loc_27500000
NOS2,27756766,27800529,chr17,chr_17_loc_27750000
ENSG00000266202,27798806,27893365,chr17,chr_17_loc_27750000
LYRM9,27878314,27894752,chr17,chr_17_loc_27750000
NLK,28041737,28196381,chr17,chr_17_loc_28000000
TMEM97,28319200,28328685,chr17,chr_17_loc_28250000
IFT20,28328325,28335489,chr17,chr_17_loc_28250000
TNFAIP1,28335602,28347009,chr17,chr_17_loc_28250000
POLDIP2,28346633,28357527,chr17,chr_17_loc_28250000
TMEM199,28357642,28363683,chr17,chr_17_loc_28250000
SEBOX,28363506,28365199,chr17,chr_17_loc_28250000
ENSG00000273171,28364288,28368012,chr17,chr_17_loc_28250000
SARM1,28364356,28404049,chr17,chr_17_loc_28250000
VTN,28367284,28373091,chr17,chr_17_loc_28250000
SLC46A1,28394642,28407197,chr17,chr_17_loc_28250000
SLC13A2,28473293,28497781,chr17,chr_17_loc_28250000
FOXN1,28506243,28538900,chr17,chr_17_loc_28500000
UNC119,28546708,28552631,chr17,chr_17_loc_28500000
PIGS,28553383,28571794,chr17,chr_17_loc_28500000
ALDOC,28573115,28576948,chr17,chr_17_loc_28500000
SPAG5,28577565,28599025,chr17,chr_17_loc_28500000
ENSG00000258472,28580012,28614185,chr17,chr_17_loc_28500000
BLTP2,28614446,28645454,chr17,chr_17_loc_28500000
SDF2,28648346,28662189,chr17,chr_17_loc_28500000
SUPT6H,28662198,28702679,chr17,chr_17_loc_28500000
PROCA1,28703197,28711888,chr17,chr_17_loc_28500000
RAB34,28714281,28718429,chr17,chr_17_loc_28500000
RPL23A,28719985,28724359,chr17,chr_17_loc_28500000
TLCD1,28724348,28727935,chr17,chr_17_loc_28500000
NEK8,28725897,28743455,chr17,chr_17_loc_28500000
FAM222B,28755980,28855232,chr17,chr_17_loc_28750000
ERAL1,28855010,28861061,chr17,chr_17_loc_28750000
FLOT2,28879335,28897733,chr17,chr_17_loc_28750000
DHRS13,28897781,28903079,chr17,chr_17_loc_28750000
PHF12,28905250,28951771,chr17,chr_17_loc_28750000
MYO18A,29071122,29180398,chr17,chr_17_loc_29000000
NUFIP2,29255839,29294148,chr17,chr_17_loc_29250000
ABHD15,29560547,29567037,chr17,chr_17_loc_29500000
TP53I13,29566052,29573157,chr17,chr_17_loc_29500000
GIT1,29573475,29594054,chr17,chr_17_loc_29500000
ANKRD13B,29589769,29614761,chr17,chr_17_loc_29500000
CORO6,29614756,29622912,chr17,chr_17_loc_29500000
NSRP1,30115521,30186475,chr17,chr_17_loc_30000000
SLC6A4,30194319,30236002,chr17,chr_17_loc_30000000
TMIGD1,30316333,30334059,chr17,chr_17_loc_30250000
CPD,30378927,30469989,chr17,chr_17_loc_30250000
CRLF3,30769388,30824692,chr17,chr_17_loc_30750000
ATAD5,30831966,30895869,chr17,chr_17_loc_30750000
TEFM,30897336,30906238,chr17,chr_17_loc_30750000
ADAP2,30906344,30959322,chr17,chr_17_loc_30750000
RNF135,30970984,30999911,chr17,chr_17_loc_30750000
OMG,31272013,31297539,chr17,chr_17_loc_31250000
EVI2B,31303770,31314105,chr17,chr_17_loc_31250000
ENSG00000265118,31305213,31318831,chr17,chr_17_loc_31250000
EVI2A,31316410,31321749,chr17,chr_17_loc_31250000
COPRS,31851871,31859291,chr17,chr_17_loc_31750000
UTP6,31860904,31901708,chr17,chr_17_loc_31750000
LRRC37B,32007383,32053504,chr17,chr_17_loc_32000000
RHBDL3,32265832,32324659,chr17,chr_17_loc_32250000
C17orf75,32324565,32350023,chr17,chr_17_loc_32250000
ZNF207,32350132,32381885,chr17,chr_17_loc_32250000
PSMD11,32444379,32483319,chr17,chr_17_loc_32250000
CDK5R1,32486993,32491253,chr17,chr_17_loc_32250000
H2BN1,32895433,32906586,chr17,chr_17_loc_32750000
TMEM98,32927910,32945106,chr17,chr_17_loc_32750000
SPACA3,32970376,32997877,chr17,chr_17_loc_32750000
CCL2,34255274,34257208,chr17,chr_17_loc_34250000
CCL7,34270221,34272242,chr17,chr_17_loc_34250000
CCL11,34285742,34288334,chr17,chr_17_loc_34250000
CCL8,34319435,34321402,chr17,chr_17_loc_34250000
CCL13,34356480,34358610,chr17,chr_17_loc_34250000
CCL1,34360328,34363233,chr17,chr_17_loc_34250000
TMEM132E,34579487,34639318,chr17,chr_17_loc_34500000
CCT6B,34927859,34981078,chr17,chr_17_loc_34750000
ZNF830,34961540,34963777,chr17,chr_17_loc_34750000
RFFL,35005990,35089319,chr17,chr_17_loc_35000000
ENSG00000267618,35011349,35121493,chr17,chr_17_loc_35000000
RAD51D,35092221,35121522,chr17,chr_17_loc_35000000
FNDC8,35121615,35130732,chr17,chr_17_loc_35000000
NLE1,35128730,35142304,chr17,chr_17_loc_35000000
UNC45B,35147817,35189345,chr17,chr_17_loc_35000000
SLC35G3,35192520,35194393,chr17,chr_17_loc_35000000
SLFN11,35350305,35373701,chr17,chr_17_loc_35250000
SLFN12,35410922,35433283,chr17,chr_17_loc_35250000
SLFN13,35435096,35448837,chr17,chr_17_loc_35250000
SLFN14,35543985,35560819,chr17,chr_17_loc_35500000
PEX12,35574795,35578863,chr17,chr_17_loc_35500000
AP2B1,35578046,35726413,chr17,chr_17_loc_35500000
RASL10B,35731639,35743521,chr17,chr_17_loc_35500000
MMP28,35756249,35795707,chr17,chr_17_loc_35750000
C17orf50,35760887,35765079,chr17,chr_17_loc_35750000
TAF15,35809482,35864615,chr17,chr_17_loc_35750000
HEATR9,35854946,35868891,chr17,chr_17_loc_35750000
CCL5,35871491,35880793,chr17,chr_17_loc_35750000
RDM1,35918066,35930773,chr17,chr_17_loc_35750000
LYZL6,35934518,35943713,chr17,chr_17_loc_35750000
CCL16,35976493,35981497,chr17,chr_17_loc_35750000
CCL14,35983288,35987004,chr17,chr_17_loc_35750000
CCL23,36013056,36017972,chr17,chr_17_loc_36000000
CCL18,36064272,36072032,chr17,chr_17_loc_36000000
CCL3,36088256,36090169,chr17,chr_17_loc_36000000
CCL4,36103827,36105621,chr17,chr_17_loc_36000000
TBC1D3B,36165683,36176636,chr17,chr_17_loc_36000000
CCL3L3,36194869,36196758,chr17,chr_17_loc_36000000
CCL4L2,36210924,36212878,chr17,chr_17_loc_36000000
TBC1D3I,36253456,36264570,chr17,chr_17_loc_36250000
TBC1D3G,36323884,36334759,chr17,chr_17_loc_36250000
TBC1D3H,36377531,36388435,chr17,chr_17_loc_36250000
TBC1D3F,36428618,36439566,chr17,chr_17_loc_36250000
ZNHIT3,36486629,36499310,chr17,chr_17_loc_36250000
PIGW,36534987,36539310,chr17,chr_17_loc_36500000
GGNBP2,36544912,36589848,chr17,chr_17_loc_36500000
DHRS11,36591879,36600804,chr17,chr_17_loc_36500000
MRM1,36601583,36608964,chr17,chr_17_loc_36500000
